UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
5273,M20132,M,303.6,313.0,1396.0,38.2,117.0,0,No Failure
5274,L52453,L,303.6,313.1,1395.0,44.1,120.0,0,No Failure
5275,L52454,L,,,1617.0,30.9,122.0,0,No Failure
5276,L52455,L,303.7,313.1,1423.0,41.2,124.0,0,No Failure
5277,L52456,L,303.5,313.0,1606.0,34.0,126.0,0,No Failure
5278,L52457,L,303.5,312.9,1501.0,44.0,128.0,0,No Failure
5279,M20138,M,303.5,312.9,1618.0,30.4,130.0,0,No Failure
5280,L52459,L,303.6,313.0,1522.0,35.8,133.0,0,No Failure
5281,L52460,L,303.6,312.9,1480.0,41.4,135.0,0,No Failure
5282,M20141,M,303.7,313.0,,39.9,137.0,0,No Failure
5283,H34696,H,303.8,313.2,1381.0,52.4,140.0,0,No Failure
5284,L52463,L,303.8,313.2,1525.0,41.9,145.0,0,No Failure
5285,M20144,M,303.8,313.2,1732.0,29.6,147.0,0,No Failure
5286,L52465,L,303.8,313.1,1523.0,39.8,150.0,0,No Failure
5287,L52466,L,303.8,313.1,1422.0,42.4,152.0,0,No Failure
5288,H34701,H,303.8,313.2,1506.0,46.9,154.0,0,No Failure
5289,L52468,L,303.8,313.2,1531.0,39.4,159.0,0,No Failure
5290,M20149,M,303.9,313.3,1507.0,34.3,161.0,0,No Failure
5291,L52470,L,303.9,313.3,1526.0,40.7,164.0,0,No Failure
5292,L52471,L,303.8,313.3,1406.0,52.1,166.0,0,No Failure
5293,M20152,M,303.9,313.3,1567.0,35.0,168.0,0,No Failure
5294,M20153,M,303.9,313.4,1464.0,49.1,171.0,0,No Failure
5295,L52474,L,303.9,313.4,1442.0,48.5,174.0,0,No Failure
5296,L52475,L,303.8,313.2,1336.0,47.8,176.0,0,No Failure
5297,H34710,H,303.8,313.2,1379.0,50.2,178.0,0,No Failure
5298,L52477,L,303.7,,1406.0,48.6,183.0,0,No Failure
5299,M20158,M,303.7,313.1,2130.0,18.1,185.0,0,No Failure
5300,L52479,L,303.7,313.1,1355.0,49.1,188.0,0,No Failure
5301,M20160,M,,313.2,1710.0,26.5,190.0,0,No Failure
5302,L52481,L,303.8,313.1,1309.0,55.8,193.0,0,No Failure
5303,L52482,L,303.9,313.1,1491.0,37.2,195.0,0,No Failure
5304,L52483,L,303.9,313.2,1481.0,44.1,197.0,0,No Failure
5305,L52484,L,303.9,313.1,1425.0,49.3,199.0,0,No Failure
5306,H34719,H,303.9,313.2,1680.0,29.1,201.0,0,No Failure
5307,H34720,H,304.0,313.2,1612.0,31.7,206.0,0,No Failure
5308,L52487,L,304.0,313.3,1530.0,34.8,211.0,0,No Failure
5309,L52488,L,304.0,313.2,1481.0,42.6,213.0,0,No Failure
5310,M20169,M,303.9,313.2,1422.0,48.0,215.0,1,Tool Wear Failure
5311,L52490,L,303.8,313.0,1427.0,43.0,0.0,0,No Failure
5312,H34725,H,303.7,312.9,1460.0,49.8,2.0,0,No Failure
5313,L52492,L,303.6,312.9,1873.0,23.5,7.0,0,No Failure
5314,M20173,M,303.7,312.9,1566.0,32.6,9.0,0,No Failure
5315,L52494,L,303.6,312.8,1701.0,30.8,12.0,0,No Failure
5316,L52495,L,303.6,312.8,1710.0,27.2,14.0,0,No Failure
5317,M20176,M,303.6,312.8,1689.0,33.1,16.0,0,No Failure
5318,L52497,L,303.6,312.7,1637.0,32.9,19.0,0,No Failure
5319,L52498,L,303.5,312.6,1496.0,39.0,21.0,0,No Failure
5320,M20179,M,303.5,312.7,1402.0,,23.0,0,No Failure
5321,L52500,L,303.4,312.7,1363.0,45.5,26.0,0,No Failure
5322,M20181,M,303.4,312.7,,49.9,28.0,0,No Failure
5323,M20182,M,303.4,312.7,1357.0,55.3,31.0,0,No Failure
5324,M20183,M,303.4,312.7,,48.4,34.0,0,No Failure
5325,M20184,M,303.4,312.8,1526.0,30.8,37.0,0,No Failure
5326,L52505,L,303.5,312.7,1694.0,27.3,40.0,0,No Failure
5327,M20186,M,303.5,312.7,1420.0,49.1,42.0,0,No Failure
5328,M20187,M,303.5,312.7,2116.0,16.7,45.0,0,No Failure
5329,M20188,M,303.7,312.9,1406.0,41.9,48.0,0,No Failure
5330,L52509,L,303.7,313.0,1456.0,45.5,51.0,0,No Failure
5331,L52510,L,303.6,312.9,1588.0,31.9,53.0,0,No Failure
5332,L52511,L,303.7,312.8,1448.0,44.5,55.0,0,No Failure
5333,H34746,H,303.6,312.7,1403.0,46.2,57.0,0,No Failure
5334,M20193,M,303.5,312.6,1405.0,51.6,62.0,0,No Failure
5335,M20194,M,,312.6,2706.0,9.8,65.0,1,Power Failure
5336,M20195,M,,312.4,1505.0,38.9,68.0,0,No Failure
5337,L52516,L,303.2,312.4,1663.0,33.7,71.0,0,No Failure
5338,M20197,M,303.3,312.6,1482.0,44.4,73.0,0,No Failure
5339,M20198,M,303.3,312.5,1674.0,32.7,76.0,0,No Failure
5340,M20199,M,303.4,312.7,1594.0,32.8,79.0,0,No Failure
5341,L52520,L,303.5,,1393.0,49.3,,0,No Failure
5342,H34755,H,303.5,312.8,1404.0,,84.0,0,No Failure
5343,M20202,M,303.5,312.8,1375.0,45.7,89.0,0,No Failure
5344,L52523,L,303.5,312.8,1607.0,38.4,92.0,0,No Failure
5345,L52524,L,303.4,312.8,1360.0,50.8,94.0,0,No Failure
5346,L52525,L,303.5,312.8,1524.0,39.4,96.0,0,No Failure
5347,L52526,L,303.4,,1534.0,35.5,98.0,0,No Failure
5348,L52527,L,303.3,312.7,1262.0,63.8,100.0,0,No Failure
5349,L52528,L,303.3,312.6,1623.0,34.6,102.0,0,No Failure
5350,M20209,M,303.3,312.7,1642.0,33.6,104.0,0,No Failure
5351,M20210,M,,312.8,1622.0,35.1,107.0,0,No Failure
5352,M20211,M,303.5,312.9,1530.0,,110.0,0,No Failure
5353,M20212,M,303.4,312.8,1590.0,36.3,113.0,0,No Failure
5354,L52533,L,303.4,312.7,1589.0,34.0,116.0,0,No Failure
5355,L52534,L,303.4,312.6,1462.0,37.5,118.0,0,No Failure
5356,H34769,H,303.3,312.5,1328.0,49.8,120.0,0,No Failure
5357,H34770,H,303.3,312.6,1692.0,29.0,125.0,0,No Failure
5358,L52537,L,303.3,312.5,1968.0,20.6,130.0,0,No Failure
5359,H34772,H,303.3,312.6,1827.0,24.2,132.0,0,No Failure
5360,M20219,M,303.3,312.6,1397.0,47.1,137.0,0,No Failure
5361,L52540,L,303.3,312.6,1463.0,,,0,No Failure
5362,L52541,L,303.3,312.7,1643.0,30.7,142.0,0,No Failure
5363,L52542,L,303.2,312.6,1281.0,57.0,144.0,0,No Failure
5364,L52543,L,303.2,312.5,1518.0,39.9,146.0,0,No Failure
5365,L52544,L,303.2,312.6,1601.0,35.3,148.0,0,No Failure
5366,L52545,L,303.1,312.6,1548.0,36.4,150.0,0,No Failure
5367,H34780,H,303.1,312.6,1404.0,40.6,152.0,0,No Failure
5368,M20227,M,303.1,312.5,1766.0,26.7,157.0,0,No Failure
5369,M20228,M,303.1,312.5,1667.0,30.0,160.0,0,No Failure
5370,H34783,H,303.0,312.5,1507.0,37.9,163.0,0,No Failure
5371,H34784,H,303.0,312.4,1627.0,37.1,168.0,0,No Failure
5372,L52551,L,302.9,312.3,,47.7,173.0,0,No Failure
5373,H34786,H,302.9,312.3,1509.0,46.8,175.0,0,No Failure
5374,M20233,M,302.9,312.3,1809.0,25.0,180.0,0,No Failure
5375,L52554,L,302.9,312.3,1515.0,40.8,183.0,0,No Failure
5376,L52555,L,302.9,312.3,1530.0,34.9,185.0,0,No Failure
5377,H34790,H,302.8,312.3,1336.0,57.5,187.0,0,No Failure
5378,L52557,L,302.9,312.4,2030.0,19.1,192.0,0,No Failure
5379,L52558,L,302.9,,1550.0,36.9,194.0,0,No Failure
5380,L52559,L,302.9,312.4,1446.0,41.7,196.0,0,No Failure
5381,L52560,L,302.8,,1494.0,37.5,198.0,0,No Failure
5382,L52561,L,302.8,312.4,1651.0,27.0,200.0,0,No Failure
5383,L52562,L,302.9,312.4,1698.0,33.8,202.0,0,No Failure
5384,L52563,L,302.8,312.3,1504.0,40.3,204.0,0,No Failure
5385,M20244,M,302.9,312.4,1421.0,46.0,206.0,0,No Failure
5386,H34799,H,302.9,312.3,1754.0,26.9,209.0,0,No Failure
5387,L52566,L,302.9,312.2,1469.0,42.0,214.0,0,No Failure
5388,L52567,L,302.8,312.2,1433.0,50.0,216.0,0,No Failure
5389,M20248,M,302.8,312.3,1432.0,49.0,218.0,0,No Failure
5390,L52569,L,302.8,312.3,1366.0,49.1,221.0,0,No Failure
5391,H34804,H,302.8,312.3,1483.0,47.2,223.0,0,No Failure
5392,L52571,L,302.7,312.2,1572.0,34.4,228.0,0,No Failure
5393,L52572,L,302.8,312.2,1481.0,40.2,230.0,0,No Failure
5394,L52573,L,302.8,312.3,1473.0,42.6,232.0,0,No Failure
5395,M20254,M,302.8,312.3,1262.0,70.5,234.0,1,Power Failure
5396,L52575,L,302.8,312.4,1529.0,36.8,237.0,0,No Failure
5397,L52576,L,302.8,312.4,1523.0,39.7,239.0,0,No Failure
5398,M20257,M,302.8,312.3,1416.0,42.7,241.0,0,No Failure
5399,L52578,L,302.9,312.4,1923.0,23.9,244.0,0,No Failure
5400,H34813,H,302.8,312.4,1411.0,53.8,246.0,1,Overstrain Failure
5401,L52580,L,302.7,312.4,1477.0,46.3,251.0,1,Overstrain Failure
5402,M20261,M,302.6,312.3,1454.0,54.8,253.0,1,Tool Wear Failure
5403,L52582,L,302.7,312.3,1421.0,48.5,0.0,0,No Failure
5404,L52583,L,302.7,312.3,1858.0,25.4,2.0,0,No Failure
5405,H34818,H,302.8,312.5,1422.0,46.1,4.0,0,No Failure
5406,L52585,L,302.7,312.4,1444.0,48.7,9.0,0,No Failure
5407,L52586,L,302.7,312.4,1360.0,47.8,11.0,0,No Failure
5408,L52587,L,302.7,312.4,1954.0,24.8,13.0,0,No Failure
5409,L52588,L,302.6,312.4,1628.0,33.0,15.0,0,No Failure
5410,L52589,L,302.7,312.4,1433.0,,17.0,0,No Failure
5411,M20270,M,302.7,312.5,1417.0,51.5,19.0,0,No Failure
5412,L52591,L,302.8,312.6,1462.0,39.4,22.0,0,No Failure
5413,L52592,L,302.9,312.6,1328.0,59.9,24.0,0,No Failure
5414,H34827,H,302.7,312.5,1527.0,36.4,26.0,0,No Failure
5415,L52594,L,302.6,312.3,1534.0,34.3,31.0,0,No Failure
5416,M20275,M,302.6,312.4,1410.0,50.3,33.0,0,No Failure
5417,L52596,L,302.6,312.3,1660.0,,36.0,0,No Failure
5418,L52597,L,,312.4,1386.0,45.8,38.0,0,No Failure
5419,L52598,L,302.6,312.4,1398.0,41.6,40.0,0,No Failure
5420,L52599,L,302.6,312.3,1321.0,53.4,42.0,0,No Failure
5421,L52600,L,302.6,,1512.0,34.2,44.0,0,No Failure
5422,M20281,M,302.6,312.3,1566.0,36.6,46.0,0,No Failure
5423,M20282,M,302.7,312.4,1422.0,44.5,49.0,0,No Failure
5424,L52603,L,302.6,312.3,1647.0,31.8,52.0,0,No Failure
5425,L52604,L,302.6,312.2,,45.5,54.0,0,No Failure
5426,L52605,L,302.5,312.2,1775.0,27.9,56.0,0,No Failure
5427,L52606,L,302.6,312.3,1554.0,42.0,58.0,0,No Failure
5428,L52607,L,302.7,,1423.0,51.9,60.0,0,No Failure
5429,L52608,L,,312.4,1453.0,47.3,62.0,0,No Failure
5430,L52609,L,,312.4,1590.0,34.4,,0,No Failure
5431,L52610,L,302.8,312.5,1694.0,28.4,66.0,0,No Failure
5432,L52611,L,302.8,312.5,1462.0,,68.0,0,No Failure
5433,L52612,L,302.8,312.4,1392.0,46.2,70.0,0,No Failure
5434,L52613,L,302.9,312.5,1550.0,45.5,72.0,0,No Failure
5435,L52614,L,302.9,312.5,1629.0,30.4,74.0,0,No Failure
5436,M20295,M,303.0,312.5,1524.0,42.1,76.0,0,No Failure
5437,M20296,M,302.9,312.5,1679.0,30.9,79.0,0,No Failure
5438,M20297,M,302.9,312.6,1394.0,46.4,82.0,0,No Failure
5439,L52618,L,302.9,312.5,1683.0,32.1,85.0,0,No Failure
5440,L52619,L,303.0,312.5,1626.0,30.5,87.0,0,No Failure
5441,H34854,H,303.0,312.5,1698.0,30.0,89.0,0,No Failure
5442,M20301,M,303.0,312.6,1392.0,42.9,94.0,0,No Failure
5443,L52622,L,303.1,312.7,,51.8,97.0,0,No Failure
5444,M20303,M,303.0,312.7,1426.0,46.8,99.0,0,No Failure
5445,L52624,L,303.0,312.7,2024.0,19.9,102.0,0,No Failure
5446,M20305,M,303.0,312.8,1648.0,32.1,104.0,0,No Failure
5447,L52626,L,303.1,312.9,1511.0,40.1,107.0,0,No Failure
5448,L52627,L,303.1,312.8,1465.0,44.1,109.0,0,No Failure
5449,L52628,L,303.0,312.7,1551.0,41.8,111.0,0,No Failure
5450,L52629,L,303.1,312.8,2329.0,15.1,113.0,0,No Failure
5451,H34864,H,303.1,312.8,1435.0,41.9,115.0,0,No Failure
5452,L52631,L,303.0,312.7,,48.8,120.0,0,No Failure
5453,M20312,M,,312.7,1553.0,35.8,122.0,0,No Failure
5454,L52633,L,303.0,312.6,1451.0,42.1,125.0,0,No Failure
5455,L52634,L,303.0,312.5,1461.0,40.2,127.0,0,No Failure
5456,M20315,M,303.1,312.6,1895.0,23.5,129.0,0,No Failure
5457,M20316,M,303.1,312.6,1567.0,32.9,132.0,0,No Failure
5458,M20317,M,303.0,312.5,1602.0,33.7,135.0,0,No Failure
5459,L52638,L,303.1,312.6,1514.0,42.1,138.0,0,No Failure
5460,L52639,L,303.1,312.5,,49.1,140.0,0,No Failure
5461,M20320,M,303.0,312.4,1526.0,36.1,142.0,0,No Failure
5462,M20321,M,302.9,312.3,1339.0,52.1,145.0,0,No Failure
5463,L52642,L,302.9,312.3,1889.0,22.8,148.0,0,No Failure
5464,L52643,L,302.9,,1561.0,34.8,150.0,0,No Failure
5465,M20324,M,302.9,312.4,1659.0,33.1,152.0,0,No Failure
5466,L52645,L,302.9,312.4,1424.0,49.5,155.0,0,No Failure
5467,M20326,M,302.9,,1426.0,44.7,157.0,0,No Failure
5468,L52647,L,302.9,312.4,1383.0,51.4,160.0,0,No Failure
5469,L52648,L,302.8,312.3,1764.0,29.9,162.0,0,No Failure
5470,M20329,M,302.7,312.2,1439.0,42.5,164.0,0,No Failure
5471,M20330,M,302.7,312.2,1585.0,35.5,167.0,0,No Failure
5472,L52651,L,302.7,312.3,1346.0,61.2,170.0,0,Random Failures
5473,L52652,L,302.8,312.3,1386.0,57.8,172.0,0,No Failure
5474,L52653,L,302.7,312.2,1369.0,51.8,174.0,0,No Failure
5475,M20334,M,,312.1,1378.0,,176.0,0,No Failure
5476,L52655,L,302.7,312.2,1336.0,46.8,179.0,0,No Failure
5477,M20336,M,302.6,312.1,1445.0,42.0,181.0,0,No Failure
5478,L52657,L,302.7,,1763.0,26.5,184.0,0,No Failure
5479,L52658,L,302.7,312.2,1611.0,34.1,186.0,0,No Failure
5480,M20339,M,302.7,312.1,1564.0,32.1,188.0,0,No Failure
5481,H34894,H,302.7,312.1,1478.0,36.0,191.0,0,No Failure
5482,L52661,L,302.6,312.0,1781.0,28.5,196.0,0,No Failure
5483,L52662,L,302.6,312.1,1782.0,26.8,198.0,0,No Failure
5484,M20343,M,302.6,312.1,2000.0,21.9,,0,No Failure
5485,M20344,M,302.5,312.0,1826.0,25.3,203.0,0,No Failure
5486,L52665,L,302.6,312.1,,51.0,206.0,0,No Failure
5487,L52666,L,302.6,312.2,1520.0,43.0,208.0,0,No Failure
5488,M20347,M,302.6,312.1,,39.9,210.0,0,No Failure
5489,L52668,L,302.7,312.2,1450.0,52.1,213.0,1,Overstrain Failure
5490,L52669,L,302.6,312.1,,35.0,215.0,0,Random Failures
5491,L52670,L,302.6,312.1,1288.0,68.5,0.0,1,Power Failure
5492,M20351,M,302.7,312.2,1350.0,58.6,2.0,0,No Failure
5493,M20352,M,302.9,312.4,1334.0,50.9,5.0,0,No Failure
5494,L52673,L,302.8,312.4,1376.0,57.1,8.0,0,No Failure
5495,L52674,L,302.8,312.4,1368.0,49.5,10.0,0,No Failure
5496,H34909,H,302.9,312.5,1357.0,55.0,12.0,0,Random Failures
5497,M20356,M,302.9,312.5,1924.0,24.0,17.0,0,No Failure
5498,M20357,M,302.9,312.5,1551.0,40.0,20.0,0,No Failure
5499,M20358,M,302.9,312.5,1903.0,21.2,23.0,0,No Failure
5500,H34913,H,302.9,312.3,1417.0,48.7,26.0,0,No Failure
5501,L52680,L,302.7,312.1,1601.0,35.2,31.0,0,No Failure
5502,L52681,L,302.7,312.1,1543.0,37.5,33.0,0,No Failure
5503,L52682,L,302.6,312.1,1439.0,52.3,35.0,0,No Failure
5504,H34917,H,302.6,312.0,1657.0,29.3,37.0,0,No Failure
5505,L52684,L,302.8,312.2,1458.0,51.0,42.0,0,No Failure
5506,L52685,L,302.8,312.2,1746.0,27.4,44.0,0,No Failure
5507,L52686,L,302.9,312.2,1677.0,30.5,46.0,0,No Failure
5508,L52687,L,,312.1,1520.0,39.9,48.0,0,No Failure
5509,L52688,L,302.9,312.2,1367.0,55.1,50.0,0,No Failure
5510,L52689,L,302.8,312.2,1509.0,36.5,52.0,0,Random Failures
5511,L52690,L,302.8,312.1,1418.0,51.4,54.0,0,No Failure
5512,L52691,L,302.8,,1958.0,20.3,56.0,0,No Failure
5513,L52692,L,302.8,312.2,1682.0,30.9,,0,No Failure
5514,M20373,M,302.8,312.2,1452.0,50.3,,0,No Failure
5515,L52694,L,302.7,312.0,1828.0,24.0,63.0,0,No Failure
5516,H34929,H,302.7,312.0,1484.0,41.5,65.0,0,No Failure
5517,L52696,L,302.6,312.0,1674.0,32.2,70.0,0,No Failure
5518,L52697,L,302.6,311.9,1448.0,49.5,72.0,0,No Failure
5519,M20378,M,302.5,311.8,2023.0,19.1,74.0,0,No Failure
5520,L52699,L,302.5,311.9,1452.0,47.4,77.0,0,No Failure
5521,M20380,M,302.6,312.0,1496.0,45.0,79.0,0,No Failure
5522,L52701,L,302.6,311.9,1397.0,46.9,82.0,0,No Failure
5523,L52702,L,302.6,311.9,1453.0,39.1,84.0,0,No Failure
5524,M20383,M,302.5,311.9,1524.0,34.8,86.0,0,No Failure
5525,L52704,L,302.6,311.9,1633.0,30.9,,0,No Failure
5526,M20385,M,302.6,312.0,1363.0,45.7,91.0,0,No Failure
5527,L52706,L,302.5,311.9,1520.0,44.9,94.0,0,No Failure
5528,M20387,M,302.5,311.9,1532.0,38.8,96.0,0,No Failure
5529,L52708,L,302.4,311.8,1384.0,50.9,,0,No Failure
5530,M20389,M,302.4,311.8,1539.0,39.9,101.0,0,No Failure
5531,M20390,M,,311.8,1355.0,50.1,104.0,0,No Failure
5532,M20391,M,302.3,311.7,1504.0,37.3,107.0,0,No Failure
5533,L52712,L,302.4,311.8,1476.0,46.6,110.0,0,No Failure
5534,L52713,L,302.4,311.7,1721.0,26.9,112.0,0,No Failure
5535,M20394,M,302.3,311.7,1494.0,37.1,114.0,0,No Failure
5536,L52715,L,302.3,311.7,1465.0,43.5,117.0,0,No Failure
5537,M20396,M,302.3,311.8,1363.0,,119.0,1,No Failure
5538,L52717,L,302.4,311.8,1648.0,30.0,122.0,0,No Failure
5539,M20398,M,302.3,311.8,1879.0,23.0,124.0,0,No Failure
5540,H34953,H,302.3,311.7,1482.0,39.0,127.0,0,No Failure
5541,L52720,L,302.4,311.8,1493.0,38.4,132.0,0,No Failure
5542,L52721,L,302.4,311.8,1433.0,42.2,134.0,0,No Failure
5543,L52722,L,302.3,311.7,1400.0,41.6,136.0,0,No Failure
5544,L52723,L,302.4,311.8,1255.0,59.0,138.0,0,No Failure
5545,L52724,L,302.2,311.7,1471.0,45.6,140.0,0,No Failure
5546,H34959,H,302.2,311.6,1357.0,44.2,142.0,0,No Failure
5547,L52726,L,302.3,311.7,1453.0,41.2,147.0,0,No Failure
5548,M20407,M,302.3,311.7,1540.0,28.9,149.0,0,No Failure
5549,L52728,L,302.3,311.8,1605.0,35.2,152.0,0,No Failure
5550,H34963,H,302.3,311.9,1374.0,52.4,154.0,0,No Failure
5551,M20410,M,302.3,311.9,1508.0,42.3,159.0,0,No Failure
5552,H34965,H,302.4,311.9,1366.0,47.3,162.0,0,No Failure
5553,H34966,H,302.5,312.0,1579.0,35.7,167.0,0,No Failure
5554,L52733,L,302.5,311.9,1306.0,59.7,172.0,0,Random Failures
5555,M20414,M,302.5,312.0,1521.0,40.2,174.0,0,No Failure
5556,L52735,L,302.5,312.0,1411.0,44.2,177.0,0,No Failure
5557,H34970,H,302.5,312.0,1357.0,42.0,179.0,0,No Failure
5558,M20417,M,302.5,312.0,1436.0,43.5,184.0,0,No Failure
5559,L52738,L,302.5,311.9,1553.0,40.1,187.0,0,No Failure
5560,M20419,M,,312.0,1451.0,43.2,189.0,0,No Failure
5561,L52740,L,,311.9,1541.0,37.9,192.0,0,No Failure
5562,M20421,M,302.3,311.7,1341.0,46.3,194.0,0,No Failure
5563,L52742,L,302.3,311.7,1648.0,32.1,197.0,0,No Failure
5564,M20423,M,302.3,311.7,1640.0,31.5,199.0,0,No Failure
5565,L52744,L,302.4,311.8,1416.0,46.1,202.0,0,No Failure
5566,L52745,L,302.4,311.9,1671.0,29.9,204.0,0,No Failure
5567,L52746,L,302.4,312.0,,45.5,206.0,0,No Failure
5568,M20427,M,302.5,312.0,1445.0,54.8,0.0,0,No Failure
5569,L52748,L,302.5,312.1,1534.0,38.6,3.0,0,No Failure
5570,L52749,L,302.4,312.0,1508.0,36.9,5.0,0,No Failure
5571,M20430,M,302.4,312.1,1492.0,47.7,7.0,0,No Failure
5572,L52751,L,302.4,312.0,1562.0,37.9,10.0,0,No Failure
5573,L52752,L,302.4,,1545.0,36.4,12.0,0,No Failure
5574,L52753,L,302.5,312.2,1738.0,25.3,14.0,0,No Failure
5575,L52754,L,302.4,312.0,1305.0,49.1,16.0,0,No Failure
5576,H34989,H,302.4,312.0,1477.0,39.7,18.0,0,No Failure
5577,H34990,H,302.4,312.0,1457.0,43.4,23.0,0,No Failure
5578,L52757,L,302.4,312.1,1455.0,40.4,28.0,0,No Failure
5579,L52758,L,302.5,312.2,1574.0,38.7,30.0,0,No Failure
5580,L52759,L,302.6,312.2,1695.0,27.1,32.0,0,No Failure
5581,M20440,M,302.6,312.2,1458.0,38.8,34.0,0,No Failure
5582,M20441,M,302.5,312.1,,47.6,37.0,0,No Failure
5583,L52762,L,302.5,312.0,2052.0,18.9,40.0,0,No Failure
5584,L52763,L,302.5,312.0,1673.0,29.9,42.0,0,No Failure
5585,L52764,L,302.4,311.9,,29.9,44.0,0,No Failure
5586,M20445,M,302.5,,1642.0,29.1,46.0,0,No Failure
5587,M20446,M,302.4,311.8,1557.0,31.5,49.0,0,No Failure
5588,L52767,L,302.5,311.9,1481.0,42.9,52.0,0,No Failure
5589,M20448,M,302.5,311.8,1566.0,37.6,54.0,0,No Failure
5590,M20449,M,302.5,311.9,1298.0,57.5,57.0,0,No Failure
5591,M20450,M,302.5,311.9,1340.0,59.4,60.0,0,No Failure
5592,L52771,L,302.5,312.0,1574.0,33.8,63.0,0,No Failure
5593,L52772,L,302.5,311.9,1437.0,46.7,65.0,0,No Failure
5594,L52773,L,302.6,311.9,1354.0,48.0,67.0,0,No Failure
5595,L52774,L,302.6,311.9,1598.0,35.5,69.0,0,No Failure
5596,M20455,M,302.7,312.0,1944.0,21.4,71.0,0,No Failure
5597,M20456,M,302.7,312.0,1538.0,36.7,74.0,0,No Failure
5598,L52777,L,302.7,312.0,1501.0,37.0,77.0,0,No Failure
5599,L52778,L,302.8,312.1,1441.0,52.1,79.0,0,No Failure
5600,M20459,M,302.7,312.0,1652.0,31.0,81.0,0,No Failure
5601,L52780,L,302.8,312.1,1487.0,36.6,84.0,0,No Failure
5602,L52781,L,302.9,312.2,1605.0,33.9,86.0,0,No Failure
5603,L52782,L,302.9,312.1,1334.0,54.7,88.0,0,No Failure
5604,L52783,L,,312.2,1340.0,57.8,90.0,0,No Failure
5605,L52784,L,302.9,312.2,1513.0,37.8,92.0,0,No Failure
5606,L52785,L,302.9,312.2,1510.0,41.4,94.0,0,No Failure
5607,L52786,L,302.9,312.2,1729.0,23.6,96.0,0,No Failure
5608,M20467,M,302.9,312.2,1745.0,25.5,98.0,0,No Failure
5609,M20468,M,,312.3,1623.0,31.6,101.0,0,No Failure
5610,M20469,M,,312.4,1378.0,50.1,104.0,0,No Failure
5611,L52790,L,303.1,312.4,1407.0,41.2,107.0,0,No Failure
5612,M20471,M,,312.3,1674.0,29.5,109.0,0,No Failure
5613,L52792,L,303.0,312.3,1486.0,42.4,,0,No Failure
5614,M20473,M,303.0,312.3,1483.0,38.8,114.0,0,No Failure
5615,H35028,H,303.0,312.2,1624.0,28.8,117.0,0,No Failure
5616,M20475,M,303.0,312.2,1257.0,71.3,122.0,1,Power Failure
5617,L52796,L,303.0,312.3,1480.0,41.4,125.0,0,No Failure
5618,L52797,L,303.1,312.4,1404.0,61.5,127.0,1,Power Failure
5619,M20478,M,303.0,312.4,1645.0,29.6,129.0,0,No Failure
5620,L52799,L,303.0,312.3,1932.0,21.9,132.0,0,No Failure
5621,L52800,L,303.0,312.3,1533.0,38.5,134.0,0,No Failure
5622,M20481,M,302.9,312.2,1292.0,54.4,136.0,0,No Failure
5623,L52802,L,302.9,312.2,1571.0,40.6,139.0,0,No Failure
5624,L52803,L,302.9,312.3,1578.0,36.3,141.0,0,No Failure
5625,M20484,M,302.8,,1469.0,36.9,143.0,0,No Failure
5626,L52805,L,302.7,312.1,1728.0,24.4,146.0,0,No Failure
5627,H35040,H,302.7,312.1,1603.0,32.5,,0,No Failure
5628,L52807,L,302.7,312.1,1597.0,39.8,153.0,0,No Failure
5629,L52808,L,302.7,312.1,1688.0,32.0,155.0,0,No Failure
5630,L52809,L,302.7,312.2,1405.0,51.4,157.0,0,No Failure
5631,M20490,M,302.8,312.2,1615.0,32.9,159.0,0,No Failure
5632,L52811,L,302.8,312.2,1515.0,36.8,162.0,0,No Failure
5633,L52812,L,302.7,312.2,1376.0,52.8,164.0,0,No Failure
5634,L52813,L,302.7,312.2,1447.0,47.5,166.0,0,No Failure
5635,M20494,M,302.6,312.2,1353.0,56.5,168.0,0,No Failure
5636,L52815,L,302.6,312.1,1502.0,47.3,171.0,0,No Failure
5637,L52816,L,302.6,312.0,1447.0,45.5,173.0,0,No Failure
5638,M20497,M,302.5,312.0,1487.0,46.1,175.0,0,No Failure
5639,L52818,L,302.6,312.1,1519.0,38.1,178.0,0,No Failure
5640,L52819,L,302.6,312.1,1668.0,28.7,180.0,0,Random Failures
5641,L52820,L,302.6,312.1,1420.0,51.6,182.0,0,No Failure
5642,L52821,L,302.6,312.1,1473.0,37.3,184.0,0,No Failure
5643,L52822,L,302.5,312.0,1495.0,38.8,186.0,0,No Failure
5644,L52823,L,302.5,312.0,1574.0,42.0,188.0,0,No Failure
5645,L52824,L,302.5,312.0,1383.0,51.3,190.0,0,No Failure
5646,M20505,M,302.5,312.0,1591.0,29.4,192.0,0,No Failure
5647,M20506,M,302.4,311.8,1644.0,37.2,195.0,0,No Failure
5648,H35061,H,302.5,311.8,2370.0,14.7,198.0,0,No Failure
5649,L52828,L,302.5,,1401.0,44.9,203.0,0,No Failure
5650,M20509,M,,311.9,1414.0,51.6,205.0,0,No Failure
5651,L52830,L,302.5,312.0,1456.0,46.3,208.0,0,No Failure
5652,M20511,M,302.5,312.0,1447.0,45.7,210.0,0,No Failure
5653,L52832,L,302.4,311.8,1727.0,26.5,213.0,0,No Failure
